LoanAmount,City,State,Zip,NAICSCode,BusinessType,NonProfit,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,YearApproved,Lender,Lender 1,Lender_clean,Lender 2,CD
75700,PUKALANI,HI,96768,621210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,8,04/28/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
48875,KAHUKU,HI,96731,424480,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,8,06/12/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
9300,KAILUA KONA,HI,96740,531210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/11/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
30000,HONOLULU,HI,96817,451140,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/10/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
124600,HONOLULU,HI,96816,721199,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,11,04/15/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
14615,HILO,HI,96720,531210,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,1,2020-06-29,2020,MBE Capital Partners,MBE Capital Partners,,,HI-02
12500,KILAUEA,HI,96754,541940,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/20/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
20833,KIHEI,HI,96753,711510,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,1,05/05/2020,2020,Cross River Bank,Cross River Bank,,,HI-02
29000,HONOLULU,HI,96817,621111,CORPORATION,,ASIAN,MALE OWNED,Non-Veteran,5,04/07/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
4170.2,KOLOA,HI,96756,561720,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,1,05/05/2020,2020,Kaua'i Government Employees' FCU;,Kaua'i Government Employees' FCU,,,HI-02
12227,PAIA,HI,96779,812112,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,05/10/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
19925,MILILANI,HI,96789,236115,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,6,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
85700,HONOLULU,HI,96821,621111,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,7,04/08/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
11631,HONOLULU,HI,96814,337122,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,2020-04-30,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
21800,KAPAA,HI,96746,541310,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,05/03/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
7377.5,HONOKAA,HI,96727,453220,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,2020-04-30,2020,Hawaii Community FCU,Hawaii Community FCU,,,HI-02
8900,LAHAINA,HI,96761,713940,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/10/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
16198,EWA BEACH,HI,96706,423990,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,06/19/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
32500,HONOLULU,HI,96825,812112,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Non-Veteran,4,04/28/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
3325,HAIKU,HI,96708,713940,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,1,05/21/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
98200,HONOLULU,HI,96818,311340,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,38,04/29/2020,2020,"Zions Bank, A Division of",Zions Bank,"ZIONS BANK, A DIVISION OF",A DIVISION OF,HI-01
23300,KIHEI,HI,96753,561730,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,6,04/28/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
32587,KEAAU,HI,96749,424440,CORPORATION,,WHITE,MALE OWNED,Veteran,,04/14/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
44000,KAMUELA,HI,96743,722511,LIMITED LIABILITY COMPANY(LLC),,ASIAN,MALE OWNED,Non-Veteran,15,2020-04-30,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
10097,HONOLULU,HI,96821,541690,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,05/28/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
29078,HOLUALOA,HI,96725,562920,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/05/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
20800,KAILUA KONA,HI,96740,531210,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,1,05/19/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
47080,WAIPAHU,HI,96797,621210,SOLE PROPRIETORSHIP,,ASIAN,MALE OWNED,Non-Veteran,,04/13/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
7336.19,HONOLULU,HI,96816,812199,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,2020-04-30,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-01
64300,HONOLULU,HI,96815,551112,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,5,04/10/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
20417,HONOLULU,HI,96814,541820,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,07/30/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
51187,KAHULUI,HI,96732,453110,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,9,04/27/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
46250,LAWAI,HI,96765,531311,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/16/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
32500,HONOLULU,HI,96814,531390,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,2,04/07/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
17500,HILO,HI,96720,531210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,04/15/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
130300,HONOLULU,HI,96825,713990,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,22,04/27/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
6382,KANEOHE,HI,96744,812112,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,06/22/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
8900,KIHEI,HI,96753,532490,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,3,04/13/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
6603.33,CAPTAIN COOK,HI,96704,111998,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,2,2020-04-30,2020,Hawaii Community FCU,Hawaii Community FCU,,,HI-02
12500,HONOLULU,HI,96813,812990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/12/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
36639,LAHAINA,HI,96761,236115,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,06/16/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
8400,HONOLULU,HI,96817,444190,LIMITED LIABILITY COMPANY(LLC),,ASIAN,FEMALE OWNED,Non-Veteran,3,04/27/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-01
102000,HONOLULU,HI,96813,531312,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,0,04/29/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
15400,WAIPAHU,HI,96797,812113,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,4,04/28/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
29545,KAILUA KONA,HI,96745,722513,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,9,04/29/2020,2020,Hawaii Community FCU,Hawaii Community FCU,,,HI-02
7500,KIHEI,HI,96753,485310,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
8600,HONOLULU,HI,96819,722513,CORPORATION,,ASIAN,MALE OWNED,Non-Veteran,2,04/27/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-01
26700,KAPOLEI,HI,96707,524210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/07/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
22515,MILILANI,HI,96789,445110,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,7,05/20/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
22878,HONOLULU,HI,96813,611710,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,2020-06-29,2020,CDC Small Business Finance Corporation,CDC Small Business Finance Corporation,,,HI-01
11800,EWA BEACH,HI,96706,541219,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,2020-04-30,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
32446,KAILUA KONA,HI,96734,722513,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,9,05/02/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
46900,KAILUA KONA,HI,96740,236220,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,MALE OWNED,Veteran,3,04/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
13510,KAPOLEI,HI,96707,812199,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,04/12/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
32422.5,WAIMEA,HI,96796,236118,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/29/2020,2020,Gather FCU,Gather FCU,,,HI-02
9900,KAHULUI,HI,96732,541219,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,05/01/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
36200,HILO,HI,96720,524210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,5,05/13/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
44173.07,KAILUA KONA,HI,96740,813211,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,0,05/21/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
11000,HONOLULU,HI,96813,531210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/06/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
97762,HONOLULU,HI,96813,541110,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,7,04/15/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
12100,AIEA,HI,96701,722511,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/12/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
44700,HONOLULU,HI,96826,448310,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,3,04/15/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
5375,KAILUA KONA,HI,96740,812113,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,,05/12/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
5000,HONOLULU,HI,96815,999990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,05/02/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
19700,HONOLULU,HI,96826,331315,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,MALE OWNED,Non-Veteran,1,2020-04-30,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
33030,KEAAU,HI,96749,722513,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,9,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
85000,HONOLULU,HI,96814,621210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,0,2020-04-30,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
37800,HONOLULU,HI,96817,621210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,6,04/08/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
10000,HONOLULU,HI,96825,518210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,05/01/2020,2020,"Bank of America, National Association",Bank of America,"BANK OF AMERICA, NATIONAL ASSOCIATION",NATIONAL ASSOCIATION,HI-01
38457,HONOLULU,HI,96815,611620,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,7,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
58989,WAILUKU,HI,96793,811121,CORPORATION,,ASIAN,MALE OWNED,Non-Veteran,7,06/05/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
19345,AIEA,HI,96701,236118,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,04/15/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
133600,KAILUA KONA,HI,96734,236115,SUBCHAPTER S CORPORATION,,WHITE,MALE OWNED,Unanswered,10,04/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
6482.5,LAWAI,HI,96765,711510,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,05/20/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
4200,HONOLULU,HI,96816,561499,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/06/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
48822,HONOLULU,HI,96822,722513,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/29/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
2031.47,KAPAA,HI,96746,541990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,08/07/2020,2020,Allegacy FCU,Allegacy FCU,,,HI-02
76962,KAILUA KONA,HI,96740,423320,CORPORATION,,ASIAN,FEMALE OWNED,Non-Veteran,0,08/05/2020,2020,"wells fargo bank, national association",wells fargo bank,"WELLS FARGO BANK, NATIONAL ASSOCIATION",NATIONAL ASSOCIATION,HI-02
9000,HONOLULU,HI,96816,312112,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
59223,PRINCEVILLE,HI,96722,236115,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,06/11/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-02
20800,HONOLULU,HI,96815,611710,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/05/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
81500,PAAUILO,HI,96776,445291,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,16,04/07/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
76000,HONOLULU,HI,96814,722511,CORPORATION,,ASIAN,MALE OWNED,Non-Veteran,15,04/07/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
55600,HONOLULU,HI,96816,236220,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,5,04/07/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
24800,HONOLULU,HI,96822,541820,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,5,04/07/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
70500,LAHAINA,HI,96761,236220,CORPORATION,,WHITE,MALE OWNED,Non-Veteran,8,04/07/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-02
31300,HALEIWA,HI,96712,711310,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,2,04/10/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
5150,KAPOLEI,HI,96707,812990,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,,06/22/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-02
111900,KAILUA KONA,HI,96740,333415,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,7,04/06/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
18135,LAHAINA,HI,96761,532281,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,05/13/2020,2020,Intuit Financing Inc.,Intuit Financing Inc,,,HI-02
4741.15,HONOLULU,HI,96813,711190,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,2020-04-30,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-01
39907,KAILUA KONA,HI,96740,722511,CORPORATION,,UNANSWERED,MALE OWNED,Non-Veteran,5,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
40797,HANAPEPE,HI,96716,325620,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,05/03/2020,2020,Cross River Bank,Cross River Bank,,,HI-02
30560.65,HONOLULU,HI,96813,722513,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,11,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
11300,HONOLULU,HI,96821,531311,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/28/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
30000,KAILUA KONA,HI,96734,238210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,4,04/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
6000,MAKAWAO,HI,96768,812113,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,04/15/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
20900,HONOLULU,HI,96813,541110,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/10/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
11800,WAIPAHU,HI,96797,621330,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
6000,HONOLULU,HI,96819,445310,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
63410,HONOLULU,HI,96814,621111,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/13/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
10575,HILO,HI,96720,561730,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,05/27/2020,2020,CU Hawaii FCU,CU Hawaii FCU,,,HI-02
1355.01,KAILUA KONA,HI,96740,481211,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-02
8700,PEARL CITY,HI,96782,722515,CORPORATION,,ASIAN,MALE OWNED,Unanswered,2,06/16/2020,2020,Ohana Pacific Bank,Ohana Pacific Bank,,,HI-01
23100,HONOLULU,HI,96814,447110,CORPORATION,,ASIAN,MALE OWNED,Unanswered,3,05/01/2020,2020,Ohana Pacific Bank,Ohana Pacific Bank,,,HI-01
39202.5,HONOLULU,HI,96819,423730,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,5,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
14462,PAIA,HI,96779,453998,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,6,06/26/2020,2020,Cross River Bank,Cross River Bank,,,HI-02
47400,HONOLULU,HI,96813,493190,LIMITED LIABILITY COMPANY(LLC),,ASIAN,MALE OWNED,Unanswered,4,04/14/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
13060,HONOLULU,HI,96813,812990,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/15/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
23100,HONOLULU,HI,96813,541611,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,5,04/09/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
5296,HONOLULU,HI,96814,812199,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,7,05/07/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
44800,HILO,HI,96720,621210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/16/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
28100,KILAUEA,HI,96754,339116,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,05/12/2020,2020,First Foundation Bank,First Foundation Bank,,,HI-02
10200,HONOLULU,HI,96821,551112,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/07/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
96100,HONOLULU,HI,96816,811121,CORPORATION,,ASIAN,MALE OWNED,Non-Veteran,10,04/15/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-01
4000,WAIALUA,HI,96791,113310,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,2,05/04/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
16500,HONOLULU,HI,96816,531210,SOLE PROPRIETORSHIP,,ASIAN,FEMALE OWNED,Non-Veteran,1,05/07/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-01
11041,HONOLULU,HI,96818,722513,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,9,04/29/2020,2020,Cross River Bank,Cross River Bank,,,HI-01
20832,HONOLULU,HI,96813,541110,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
41515,MAKAWAO,HI,96768,541330,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,04/13/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
57200,HONOLULU,HI,96826,722410,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,18,04/10/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
30200,KANEOHE,HI,96744,531210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/06/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
20800,HONOLULU,HI,96816,531210,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,1,05/08/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
65612.5,HONOLULU,HI,96813,541110,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,4,06/05/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
12500,HONOLULU,HI,96813,541110,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/14/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
20800,HONOLULU,HI,96814,531210,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,1,05/04/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
89554,HONOLULU,HI,96813,621111,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,6,05/19/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
74725,PAHOA,HI,96778,321992,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/15/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
39295,KAILUA KONA,HI,96740,443141,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,6,04/29/2020,2020,Hawaii Community FCU,Hawaii Community FCU,,,HI-02
18500,KAPAA,HI,96746,448190,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,5,05/01/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
45600,HONOLULU,HI,96817,327213,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,5,2020-04-30,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
15636,KEALAKEKUA,HI,96750,112130,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
